authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,channelId,videoId,textDisplay,textOriginal,parentId,canRate,viewerRating,likeCount,moderationStatus,publishedAt,updatedAt
neda petronic,https://yt3.ggpht.com/ytc/APkrFKYQ0ZheFIqRE078aS5Gy3De00iyTemmgGPlA7w0MA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC41zEWkk_G_lKjif-LSjorg,{'value': 'UC41zEWkk_G_lKjif-LSjorg'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,ho is fir last say dick,ho is fir last say dick,,True,none,0,,2023-10-13T12:25:28Z,2023-10-13T12:25:28Z
intaligentnaosoba,https://yt3.ggpht.com/MhXg76MNSLAwLnxJQ8NcWre0rA4wtanQY7vp0cBwtD5X_l9OMZKcbAqv5IEmtQ-KcqxgMJByi9Q=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCc_SDioqZtM0iUNeny_2bxw,{'value': 'UCc_SDioqZtM0iUNeny_2bxw'},UCAQg09FkoobmLquNNoO4ulg,BjdujZKbIaQ,I AM CROATIJA,I AM CROATIJA,,True,none,0,,2023-10-13T12:15:09Z,2023-10-13T12:15:09Z
SidiAhmed Touhami,https://yt3.ggpht.com/pHJLRhPzCzsYJRmWx0XeRSfUduHgeIZtr-TEpGzSjsu7KGMS4OO6Pb9Q2ojtHwX4DTWg65yGLlU=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCK9Umq8Syj042J0540kQMOQ,{'value': 'UCK9Umq8Syj042J0540kQMOQ'},UCAQg09FkoobmLquNNoO4ulg,Xf0_eAAufQs,"Hello , from Morocco, I am Ahmed learning English make powerful and changing my mindset by have different cultures from other civilizations","Hello , from Morocco, I am Ahmed learning English make powerful and changing my mindset by have different cultures from other civilizations",,True,none,0,,2023-10-13T12:14:40Z,2023-10-13T12:14:40Z
Kottu Padmavathi,https://yt3.ggpht.com/ytc/APkrFKYwtcyo2oLx01fKbZ-2XN120xiDSNzKBXu7iKva0A=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCj4diYPyyVSEf27YSzm0wjw,{'value': 'UCj4diYPyyVSEf27YSzm0wjw'},UCAQg09FkoobmLquNNoO4ulg,BjdujZKbIaQ,I said phone 😅,I said phone 😅,,True,none,0,,2023-10-13T12:12:06Z,2023-10-13T12:12:06Z
Aleks,https://yt3.ggpht.com/z_MguikBGqDSihc-tGaIiQIzO0hf5GM2lp75XVYRJVDJ1D_WFbeQlIyXO4tku3wcOvUdVmAj=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCcQRqosK5ybQa5zbLPB09_w,{'value': 'UCcQRqosK5ybQa5zbLPB09_w'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,"In Britian, biscuits are only the ones without chocolate or anything. We still call chocolate cookies, cookies.","In Britian, biscuits are only the ones without chocolate or anything. We still call chocolate cookies, cookies.",,True,none,0,,2023-10-13T12:04:42Z,2023-10-13T12:04:42Z
Kathy Hammond,https://yt3.ggpht.com/IvPRN1aAQ8lu9euk4aNv9ujBwh1LMuuhSnRq6Wuq4woBWQZ8sgeqfhCBf7h_ue-Ca4k2H3FLqI0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCYYN2rzcNY_v6RarbCAHR-Q,{'value': 'UCYYN2rzcNY_v6RarbCAHR-Q'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Bro i say lollies,Bro i say lollies,,True,none,0,,2023-10-13T11:58:01Z,2023-10-13T11:58:01Z
IKONIC ,https://yt3.ggpht.com/JY51KeZwS2AmhHvHqUNtJSAnD70Ruj7KrtwoazUbm2drCii7OIvB4wNdfVJAwlwp3SXJOewb=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCDg9Tjbs5VaKxZq1AIyMylA,{'value': 'UCDg9Tjbs5VaKxZq1AIyMylA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,AMERICAN :- EGGPLANT <br>BRITISH:- ABURGINE<br><br><br>ME:- PENI.....,"AMERICAN :- EGGPLANT 
BRITISH:- ABURGINE


ME:- PENI.....",,True,none,1,,2023-10-13T11:45:33Z,2023-10-13T11:45:33Z
Love me some korn,https://yt3.ggpht.com/29Z8L0DXsZTtVmY5rvI0ocmr9ag3aWYugkINDFtwXqntttrOYU7m-4A-DiMS40lT-pEMYow5=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCqPCqZpLW_Y7yxGHk0ytFYA,{'value': 'UCqPCqZpLW_Y7yxGHk0ytFYA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,American: eggplan<br>Great British Aubergine<br><br>Me:penut butur,"American: eggplan
Great British Aubergine

Me:penut butur",,True,none,0,,2023-10-13T11:06:07Z,2023-10-13T11:06:07Z
god of war,https://yt3.ggpht.com/eYvVcUs_Gx-1VkRetS_gMTewekjQccPKVNNaJYRjmb64hkFXcURSD_GZj7N8YdvuYEkigR9B=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCLYcGfes3VZvl3K51Q58s5A,{'value': 'UCLYcGfes3VZvl3K51Q58s5A'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I said penis on last one😂😂😂,I said penis on last one😂😂😂,,True,none,0,,2023-10-13T11:05:01Z,2023-10-13T11:05:01Z
Diba Diba Khalil,https://yt3.ggpht.com/ytc/APkrFKYagUxcWIutrZ9HYyTv-KEtJDVu0owYU3S8y7AdMeeBWPpR86VTu_cgm9HMpWab=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCSKmc-mFwnG4eXwKuYRUHtA,{'value': 'UCSKmc-mFwnG4eXwKuYRUHtA'},UCAQg09FkoobmLquNNoO4ulg,NYWFNp-qa5E,Your channel is so helpfull thank you so much,Your channel is so helpfull thank you so much,,True,none,0,,2023-10-13T11:01:00Z,2023-10-13T11:01:00Z
Parth ke Vlogs,https://yt3.ggpht.com/RA4WyE_inhrybMB62v62sk-76f0tta7ltCgKIq8KrYYmi8x2-FtkccrLeVURAa62zOEABJVtkw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC1jrsFHqedLISRLtOaJxuYA,{'value': 'UC1jrsFHqedLISRLtOaJxuYA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Me :- aayein baigan 🍆,Me :- aayein baigan 🍆,,True,none,0,,2023-10-13T10:42:00Z,2023-10-13T10:42:00Z
Alisha Parwez,https://yt3.ggpht.com/ytc/APkrFKYkATZUCzyesx76uSxe6sakGoveec_9OOhwU_hYAnTsKV7SHsea7ZAI0WY1tYb0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCu6CkIyeedxg13-T4bTeMlw,{'value': 'UCu6CkIyeedxg13-T4bTeMlw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Truck <br>Toffee <br>Biscuit <br>Sweatet <br>Brinjal,"Truck 
Toffee 
Biscuit 
Sweatet 
Brinjal",,True,none,0,,2023-10-13T10:40:42Z,2023-10-13T10:40:42Z
🌺 dance world 💗,https://yt3.ggpht.com/Au5RXvZvDcRV6YhBp2PaUUHqKn6F4mkOe0rI7KE6iNIKrxbWZg_btaJJk-psBog3fj_vVny2=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCVhTtcjfwgDsTi9s7JTUDEQ,{'value': 'UCVhTtcjfwgDsTi9s7JTUDEQ'},UCAQg09FkoobmLquNNoO4ulg,6VHjpb5jHY8,All,All,,True,none,0,,2023-10-13T10:39:00Z,2023-10-13T10:39:00Z
JC,https://yt3.ggpht.com/u-YW9z-HfgZ4SmMEiYLQJ2PZXum0-LzdoBDDaSy207ZzghmLvTzLMILln5di6eYnkJqwVMXs3A=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCrtAce0g45fXnYbxE0s8s_Q,{'value': 'UCrtAce0g45fXnYbxE0s8s_Q'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I am British coz I am sg😊,I am British coz I am sg😊,,True,none,0,,2023-10-13T10:37:27Z,2023-10-13T10:37:27Z
Farmer,https://yt3.ggpht.com/TVVegTOWHDxucLJS7GB5U7UzkYed5TMWbVcuxIRw5ndUhrsPDTOM5_21x-qeRzDXyEm7Hzi8WQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCSxW89T90k0YNOXH2-AKhKA,{'value': 'UCSxW89T90k0YNOXH2-AKhKA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Im Indian so i dont know the difference between british and American,Im Indian so i dont know the difference between british and American,,True,none,0,,2023-10-13T10:11:35Z,2023-10-13T10:11:35Z
LINA Q,https://yt3.ggpht.com/VHPFtekELrY11bq7sMvqbDWJ9_96WtI77fgwPsOZ1F37AYmb8CPflG_MdDns3d_4i478G71t3aA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCj6t2yNuAGbD30x2HuxlJuA,{'value': 'UCj6t2yNuAGbD30x2HuxlJuA'},UCAQg09FkoobmLquNNoO4ulg,8t4JKCvdLNE,How about I’m interested in making crafts,How about I’m interested in making crafts,,True,none,0,,2023-10-13T09:59:30Z,2023-10-13T09:59:30Z
Nilufar Khasanova,https://yt3.ggpht.com/ytc/APkrFKZvrBkIryQWXTD5kmYRv4YagdsJur3oorKeZSxz6D4Hfjza4r-eE4WMyWGe9J6W=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC_ObfdoZYXxLVb-uCf4ql2Q,{'value': 'UC_ObfdoZYXxLVb-uCf4ql2Q'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,U speak only American English😊,U speak only American English😊,,True,none,1,,2023-10-13T09:58:45Z,2023-10-13T09:58:45Z
Mrinalini Chaware,https://yt3.ggpht.com/ytc/APkrFKYLVkAXRt7pVKJjVAjXPb3KNds7vys_nUVyHg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCGJtKknPEL-rvCvA-03qpEA,{'value': 'UCGJtKknPEL-rvCvA-03qpEA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,My mom says biscuts,My mom says biscuts,,True,none,0,,2023-10-13T09:54:51Z,2023-10-13T09:54:51Z
F L O W E R K O O K ♡,https://yt3.ggpht.com/OPra1BA8chZAx_j7bk7BXQO7oiCUBPHYLGRUM788Q59EtoTxkZ9PXx9MEXvGuyLsZmNmVb4P2w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCkilz-cqe6QeVpDanKGsJKw,{'value': 'UCkilz-cqe6QeVpDanKGsJKw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I speak American 😂❤,I speak American 😂❤,,True,none,0,,2023-10-13T09:48:59Z,2023-10-13T09:48:59Z
Jeyon Kim,https://yt3.ggpht.com/ytc/APkrFKbvtoTyOJzS9ly7VHLZtbAegUQG1lcZpyQVk6QoZlzhzWahOHMEaggvIHxHoPdm=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC0ahZpfIY-js_dBuGKDsgEQ,{'value': 'UC0ahZpfIY-js_dBuGKDsgEQ'},UCAQg09FkoobmLquNNoO4ulg,-6SV54Yqnjg,Ohh my god last one is hard to pronounce for me <br><br>I learn American English,"Ohh my god last one is hard to pronounce for me 

I learn American English",,True,none,0,,2023-10-13T09:29:36Z,2023-10-13T09:29:36Z
Gulbahar Oraznyyazova,https://yt3.ggpht.com/ytc/APkrFKZ5iCdnNKIP6i7hqdgUAo6RU1I5S-ajjStJgg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCOaYMGgZNReYGaAr-F9SVhw,{'value': 'UCOaYMGgZNReYGaAr-F9SVhw'},UCAQg09FkoobmLquNNoO4ulg,7og3c1WleZY,For one test I have a question. İs &#39;&#39;If James were&#39;&#39; or &#39;&#39;If James was&#39;&#39; ?,For one test I have a question. İs ''If James were'' or ''If James was'' ?,,True,none,0,,2023-10-13T09:27:29Z,2023-10-13T09:27:29Z
N7eptune,https://yt3.ggpht.com/ytc/APkrFKa71B8uIO48yOPdi_mruGp4sdklC1Qz3V_fzz4S=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCp7Gn5HUlFAC9i2uIPsZgKg,{'value': 'UCp7Gn5HUlFAC9i2uIPsZgKg'},UCAQg09FkoobmLquNNoO4ulg,f9ED2shSRJg,You are a champion Marina Thank you!,You are a champion Marina Thank you!,,True,none,0,,2023-10-13T09:25:58Z,2023-10-13T09:25:58Z
Tony Stark,https://yt3.ggpht.com/ytc/APkrFKY_4VWxJiBOdYUpX8j4JapdavxtqQOR2DNpKSoDZ3yXUT0nSZmpnAX25p7OvHZP=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCJ5csaN53GMmmheM1dJUBPg,{'value': 'UCJ5csaN53GMmmheM1dJUBPg'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Last one was not eggplant or aubergine it is Thanos,Last one was not eggplant or aubergine it is Thanos,,True,none,0,,2023-10-13T09:16:18Z,2023-10-13T09:16:18Z
Kooustabh,https://yt3.ggpht.com/zbRMvBMZrIJSO9p8QZ2dGgphDCvvCya4cyFP4yVlLeiPW2izqndsXmP9JLygJEiedIZg0ztzyw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UChlwVEiikroE9-guGQTrUaA,{'value': 'UChlwVEiikroE9-guGQTrUaA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I said bringal😂,I said bringal😂,,True,none,0,,2023-10-13T09:14:42Z,2023-10-13T09:14:42Z
Barracuda NR,https://yt3.ggpht.com/MF2s9towbiXuYjAHRHOpJmCe8wMSpa2NzTua_BoI5cF3XUMMIq--iHf5A4sBBr9VKiUhVDZUn8c=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCZuz_g-8bzPsyLwPj8Y0niw,{'value': 'UCZuz_g-8bzPsyLwPj8Y0niw'},UCAQg09FkoobmLquNNoO4ulg,-m9PpkWeJ3w,❤Finally got it<br>Thanx a lot,"❤Finally got it
Thanx a lot",,True,none,0,,2023-10-13T09:04:01Z,2023-10-13T09:04:01Z
Nandy,https://yt3.ggpht.com/7UMZqpouyNBo_-_4k6hnZp7-FZpcD2VvmO8e6O2qLGgsTfazgm2laa9WnQwbBOyqWPxoJIX5dc0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCnMOgPr_M6bnfO2B64Aw2NQ,{'value': 'UCnMOgPr_M6bnfO2B64Aw2NQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,India : Brinjal 🫡,India : Brinjal 🫡,,True,none,0,,2023-10-13T08:43:52Z,2023-10-13T08:43:52Z
SoUvik Gaming,https://yt3.ggpht.com/dkeGqjY36vpr7ANTcwYUMYny7TEkGAgxNXZo9r_YNjYNiuvg18O9C9W9QVn432lEZyRcXGzilg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCs5NTQJ6AZHw8JSafwS8pIA,{'value': 'UCs5NTQJ6AZHw8JSafwS8pIA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,People who said last one Brinjal<br>👇,"People who said last one Brinjal
👇",,True,none,1,,2023-10-13T08:28:43Z,2023-10-13T08:28:43Z
Long Xie,https://yt3.ggpht.com/ytc/APkrFKbLI_nRUIGIfXfSeg0QqJs27mUAeKJ9jKGSiZCv=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCjUbck5WR3zFcmOGqyEls8w,{'value': 'UCjUbck5WR3zFcmOGqyEls8w'},UCAQg09FkoobmLquNNoO4ulg,Xf0_eAAufQs,"Hello Marina, I am so grateful for this meditation, which made it very peaceful to face obstructions in the way of TOEFL learning. Thanks, relistening once a day and keep away from anxiety.😅","Hello Marina, I am so grateful for this meditation, which made it very peaceful to face obstructions in the way of TOEFL learning. Thanks, relistening once a day and keep away from anxiety.😅",,True,none,0,,2023-10-13T08:28:14Z,2023-10-13T08:28:14Z
Huk khaw55,https://yt3.ggpht.com/ytc/APkrFKZ3Kul0M4OXSIybNWWGm2bg1RaTvBrBqbcF-HPQlJIVWsihwMedpJWkGiCjMDRP=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCeTHwbrVkD_j43dIGww0F_A,{'value': 'UCeTHwbrVkD_j43dIGww0F_A'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,british<br>👇,"british
👇",,True,none,1,,2023-10-13T08:24:20Z,2023-10-13T08:24:20Z
360 FILM FACTORY,https://yt3.ggpht.com/ytc/APkrFKa8hRjx7CeyghV9LTnc1NtsxQknJ1r_sE445PFy=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCRj4IlGCRF7_R0AYab3liWg,{'value': 'UCRj4IlGCRF7_R0AYab3liWg'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,American : eggplant<br>British: aubergine <br>Le me : brinjal 🥴,"American : eggplant
British: aubergine 
Le me : brinjal 🥴",,True,none,0,,2023-10-13T08:10:47Z,2023-10-13T08:10:47Z
shimaa77 hassan,https://yt3.ggpht.com/SAKuFMs0NXAS99F-X2_kej_Q83bTOap0Akwaj8F5zT981Cqte0u6e7KcwBqVGWKgKhrh2VBWCUY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCahURMZpzHYN4uzBtlwnHeg,{'value': 'UCahURMZpzHYN4uzBtlwnHeg'},UCAQg09FkoobmLquNNoO4ulg,f9ED2shSRJg,إسرائيل إرهابية محتله...تبيد المسلمين في غزه,إسرائيل إرهابية محتله...تبيد المسلمين في غزه,,True,none,1,,2023-10-13T07:41:47Z,2023-10-13T07:41:47Z
ᴍᴀɴɪᴀᴄᴏ,https://yt3.ggpht.com/stlXS3bLqebeaRDdZAgFGROum7BDqSmSGvFOsafd58MQU3zrMN6ZIhHVa1i-YSN4XlCq-U8bbw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC5U468HAvDgRqWZlXjfW1PA,{'value': 'UC5U468HAvDgRqWZlXjfW1PA'},UCAQg09FkoobmLquNNoO4ulg,BjdujZKbIaQ,Equal but i am from India,Equal but i am from India,,True,none,0,,2023-10-13T07:22:12Z,2023-10-13T07:22:12Z
ItzTheDevilVibez,https://yt3.ggpht.com/McOF4Dfvuj6yBGeMRO5AeED-9SCSnp4bI6vMX5PpPU691nP4AmGTWAS0EB8GiYhix6Pl2tD_cA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCEd0gnDZlaZdrsbpH-4kCIw,{'value': 'UCEd0gnDZlaZdrsbpH-4kCIw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Im A Filipino And American,Im A Filipino And American,,True,none,0,,2023-10-13T07:10:34Z,2023-10-13T07:10:34Z
Kane Lawson,https://yt3.ggpht.com/ytc/APkrFKap0mw_nrBSafqLeUC_I5S0ZgKRww6HsmBcdaDvoB_aYct25KlrFwURSZ4v7cuJ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCQnw-vA0V5Vptjs1p1Ezd9Q,{'value': 'UCQnw-vA0V5Vptjs1p1Ezd9Q'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Im American but i just say aubergine cuz its fun to say,Im American but i just say aubergine cuz its fun to say,,True,none,0,,2023-10-13T07:08:42Z,2023-10-13T07:08:42Z
Gaurav Bankar,https://yt3.ggpht.com/ytc/APkrFKZdfwb_YYg6gf_BBUenLA_TN5ZJq6YZnVFh-XYBeA1rXqv_pZUV_gC-y1dzixQI=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCQKBdfdH4puoTQmBJSwHT_g,{'value': 'UCQKBdfdH4puoTQmBJSwHT_g'},UCAQg09FkoobmLquNNoO4ulg,f9ED2shSRJg,"person A: Is this bag yours?<br>Person B: Yes, that&#39;s mine.<br>In this conversation, why did person B use &#39;that&#39;? Because bag is near to him. I think he should have used &#39;this&#39;.<br>please explain the concept.","person A: Is this bag yours?
Person B: Yes, that's mine.
In this conversation, why did person B use 'that'? Because bag is near to him. I think he should have used 'this'.
please explain the concept.",,True,none,1,,2023-10-13T07:02:21Z,2023-10-13T07:02:21Z
Chandrika Mahesh,https://yt3.ggpht.com/ytc/APkrFKZ-zdQvwXIGOSMlw1w_3F_uK7rHvF5oqKSAc-u-5jlN5-toKWmFPxLZXJvi4pbx=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC8-dVkTVdeS6_MNZem_0V5w,{'value': 'UC8-dVkTVdeS6_MNZem_0V5w'},UCAQg09FkoobmLquNNoO4ulg,YKMHX0NX8kE,"Love from Karnataka, India.❤","Love from Karnataka, India.❤",,True,none,0,,2023-10-13T06:58:04Z,2023-10-13T06:58:04Z
Leaders Personala,https://yt3.ggpht.com/ytc/APkrFKaMHYrFLmntI9Z_p-8844EwsmeZFD9dAT8qz_aEMBgTKrOwZ-Ob9Nu4IPf0c8jZ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCyNvQAmVcI0MOd9yod20gdw,{'value': 'UCyNvQAmVcI0MOd9yod20gdw'},UCAQg09FkoobmLquNNoO4ulg,jU3bd_vTJdk,Why would you made the sound of knocking? Lol,Why would you made the sound of knocking? Lol,,True,none,0,,2023-10-13T06:49:13Z,2023-10-13T06:49:13Z
United Korea,https://yt3.ggpht.com/ytc/APkrFKYQEKq10K_QeQi1c0Prb2M1SXynB-kCiWQd-OMq=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCzWvR85uZf9i57kxPXIn3wg,{'value': 'UCzWvR85uZf9i57kxPXIn3wg'},UCAQg09FkoobmLquNNoO4ulg,Dnfh3EQtaWw,it’s not the croissant is huge but it’s she got downsized,it’s not the croissant is huge but it’s she got downsized,,True,none,0,,2023-10-13T06:46:12Z,2023-10-13T06:46:12Z
HERODES Corporan,https://yt3.ggpht.com/ytc/APkrFKbfpmMLXkVvUXI6G9V8z-I8FQtnQt9BK6ZU3Xpjus91-4ABmNPTVEzs2rPwKo69=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UChf-gZ_VtOE-2Nao6KZ5frw,{'value': 'UChf-gZ_VtOE-2Nao6KZ5frw'},UCAQg09FkoobmLquNNoO4ulg,NM6MME-xVKQ,Twos week,Twos week,,True,none,0,,2023-10-13T06:44:20Z,2023-10-13T06:44:20Z
Eva_67,https://yt3.ggpht.com/gLxF4cugd2u0WWlsmFuxnXoqAp8Ja953qfn1gzvCYXoUT7FxjBMNW9n69plL7LLKmQ4WbqWP=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC1Nv4aC1xSZDCH7RER6LoyQ,{'value': 'UC1Nv4aC1xSZDCH7RER6LoyQ'},UCAQg09FkoobmLquNNoO4ulg,6VHjpb5jHY8,All right,All right,,True,none,0,,2023-10-13T06:35:46Z,2023-10-13T06:35:46Z
Iday R' Ramos,https://yt3.ggpht.com/ytc/APkrFKZK1xVgeU6xEsfTmBx9kk52OiJ7Ms0nzcHTGER24g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCnS9GBjHDZ5dNhiQ3WJx6YA,{'value': 'UCnS9GBjHDZ5dNhiQ3WJx6YA'},UCAQg09FkoobmLquNNoO4ulg,FzMd_pFzBdw,Thank you 🙌✨,Thank you 🙌✨,,True,none,0,,2023-10-13T06:16:01Z,2023-10-13T06:16:01Z
SM. JOSIM UDDIN,https://yt3.ggpht.com/ytc/APkrFKaLLy6p7ewgk19Y1w2kf7Lsjk4j4_zKmV1lAWeyqlk5WusQrvXWniYJA2BKOjjH=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC8lXTKJ3ZcpxWPRoLiGXt2w,{'value': 'UC8lXTKJ3ZcpxWPRoLiGXt2w'},UCAQg09FkoobmLquNNoO4ulg,axYAW7PuSIM,Very helpful video ❤❤,Very helpful video ❤❤,,True,none,0,,2023-10-13T06:04:22Z,2023-10-13T06:04:22Z
Learn English With G kids,https://yt3.ggpht.com/ytc/APkrFKZNYm9qdSCUGlFrmHe6Iads3PxZJnanc4yRWg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCbJKNZNbGfgnv4uIGNpJJkQ,{'value': 'UCbJKNZNbGfgnv4uIGNpJJkQ'},UCAQg09FkoobmLquNNoO4ulg,71HZyrjx_jI,I love your teaching so much.<br>I love Both accent so much. <br>I follow both mam. <br>Thank you so much mam.<br>Excellent Explanation.,"I love your teaching so much.
I love Both accent so much. 
I follow both mam. 
Thank you so much mam.
Excellent Explanation.",,True,none,0,,2023-10-13T05:54:44Z,2023-10-13T05:54:44Z
Luna Abma,https://yt3.ggpht.com/ytc/APkrFKb5Aee0Jr8zNWGppqK2-8fmDaPBE3fYo5_i6x9jLO4kyJWDqxu7KQDWoGa7nWzV=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCYFWnowOJ8fwroxFtUkmaAA,{'value': 'UCYFWnowOJ8fwroxFtUkmaAA'},UCAQg09FkoobmLquNNoO4ulg,BjdujZKbIaQ,ik spreek  neederlant<br>👇🇳🇱,"ik spreek  neederlant
👇🇳🇱",,True,none,1,,2023-10-13T05:48:25Z,2023-10-13T05:48:25Z
Namatovu Asia,https://yt3.ggpht.com/ytc/APkrFKYQ53T36IKQCyK32MKToK-cRmnuAFmS_CjNNeZ7Hai6X7J11v8InrGCjyJ8IXQc=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCFY1WuGWnOd8k8PMAveJpXA,{'value': 'UCFY1WuGWnOd8k8PMAveJpXA'},UCAQg09FkoobmLquNNoO4ulg,GUP0EVu083g,❤❤❤I love it,❤❤❤I love it,,True,none,0,,2023-10-13T05:35:42Z,2023-10-13T05:35:42Z
Bob Alfajardo,https://yt3.ggpht.com/ytc/APkrFKYYvZIFQ5887bYx61sjSuYyZVdMgExHzlCS4w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCJ6Ef8bZcCk5UenG961B_7A,{'value': 'UCJ6Ef8bZcCk5UenG961B_7A'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,THE LAST ONE WAS DOC,THE LAST ONE WAS DOC,,True,none,0,,2023-10-13T04:53:49Z,2023-10-13T04:53:49Z
Martti rapola shorts,https://yt3.ggpht.com/hdSHBa2UHJEtAHUgJ6MX_wR2VUsDEowK-D94HRVPmEC-7dA-XmmPjNlM13YlW_RP2zCDIX8IbA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UChnpfDMSY584UAts8NrGNpw,{'value': 'UChnpfDMSY584UAts8NrGNpw'},UCAQg09FkoobmLquNNoO4ulg,BjdujZKbIaQ,Im finnish im still good at american english,Im finnish im still good at american english,,True,none,0,,2023-10-13T04:22:32Z,2023-10-13T04:22:32Z
Suman Gupta,https://yt3.ggpht.com/ytc/APkrFKYeK8TdEJm1DBYlFpPv2kCapV-A8ki8TkkAhA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCMIutjA6FEakglrgg3fGD3Q,{'value': 'UCMIutjA6FEakglrgg3fGD3Q'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Thanks linguamaria cause i learnt british from your channel,Thanks linguamaria cause i learnt british from your channel,,True,none,0,,2023-10-13T04:20:38Z,2023-10-13T04:20:38Z
