authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,channelId,videoId,textDisplay,textOriginal,parentId,canRate,viewerRating,likeCount,moderationStatus,publishedAt,updatedAt
Viktoria Stets,https://yt3.ggpht.com/ytc/APkrFKZ1rHUx6ho9rivNgUz5n9u-RjFVcSKNVqv62wU0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCG8NQcYwnG2DQ_dgYMRILuQ,{'value': 'UCG8NQcYwnG2DQ_dgYMRILuQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I’m eleven😰,I’m eleven😰,,True,none,0,,2023-10-15T12:49:02Z,2023-10-15T12:49:02Z
Namatovu Asia,https://yt3.ggpht.com/ytc/APkrFKYQ53T36IKQCyK32MKToK-cRmnuAFmS_CjNNeZ7Hai6X7J11v8InrGCjyJ8IXQc=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCFY1WuGWnOd8k8PMAveJpXA,{'value': 'UCFY1WuGWnOd8k8PMAveJpXA'},UCAQg09FkoobmLquNNoO4ulg,W2KpBcSDsUA,I&#39;m I&#39;m exhausted . 😩,I'm I'm exhausted . 😩,,True,none,0,,2023-10-15T12:44:18Z,2023-10-15T12:44:18Z
Funmi Adesanya,https://yt3.ggpht.com/ytc/APkrFKaKh3P8adC4Z-2gsElrKNXdmSU2sSS3Acl9up9cCkqufx01dotJZl9tRGv8vZZD=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCZ0iP4wAz0ihsFALWfvfTsw,{'value': 'UCZ0iP4wAz0ihsFALWfvfTsw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,i say american wordier and i am british,i say american wordier and i am british,,True,none,0,,2023-10-15T12:43:34Z,2023-10-15T12:43:34Z
Unknown,https://yt3.ggpht.com/1NyomMoV2_SjxnJ3G0kq2TOBLMFf86i6_sp3ZJTfzGWMtqL9qtWN7kp7zdiU8tHRde8Eu-nwxBo=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCuJw2sv52AFfpyhTkwXWVUA,{'value': 'UCuJw2sv52AFfpyhTkwXWVUA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Man i thought it was brinjal,Man i thought it was brinjal,,True,none,0,,2023-10-15T12:42:21Z,2023-10-15T12:42:21Z
goofy VR,https://yt3.ggpht.com/c95ZajULofHKWvlFRPdOhFVISlxHJFKtiwibByWs5s0DzAx67FGRG31f2WOCcSito1F7IsbEtQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCnOHa63ItZ76FR3bphWjyRw,{'value': 'UCnOHa63ItZ76FR3bphWjyRw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,"I&#39;m from Morocco, so can you do a Arabic  one","I'm from Morocco, so can you do a Arabic  one",,True,none,0,,2023-10-15T12:42:21Z,2023-10-15T12:42:21Z
Aaaوردة A,https://yt3.ggpht.com/ytc/APkrFKaJnEYFnpXGn35Opinm34OREuf__GFR9zT5YQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCCrjFjzMB4dlZicK8wTaQZQ,{'value': 'UCCrjFjzMB4dlZicK8wTaQZQ'},UCAQg09FkoobmLquNNoO4ulg,ATuiEVOsEis,🌸❤❤❤,🌸❤❤❤,,True,none,0,,2023-10-15T12:37:31Z,2023-10-15T12:37:31Z
Aaaوردة A,https://yt3.ggpht.com/ytc/APkrFKaJnEYFnpXGn35Opinm34OREuf__GFR9zT5YQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCCrjFjzMB4dlZicK8wTaQZQ,{'value': 'UCCrjFjzMB4dlZicK8wTaQZQ'},UCAQg09FkoobmLquNNoO4ulg,ATuiEVOsEis,🧡🧡🧡🧡🧡,🧡🧡🧡🧡🧡,,True,none,0,,2023-10-15T12:37:19Z,2023-10-15T12:37:19Z
Aaaوردة A,https://yt3.ggpht.com/ytc/APkrFKaJnEYFnpXGn35Opinm34OREuf__GFR9zT5YQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCCrjFjzMB4dlZicK8wTaQZQ,{'value': 'UCCrjFjzMB4dlZicK8wTaQZQ'},UCAQg09FkoobmLquNNoO4ulg,ATuiEVOsEis,🧡🧡🧡🧡,🧡🧡🧡🧡,,True,none,0,,2023-10-15T12:36:49Z,2023-10-15T12:36:49Z
Qrax,https://yt3.ggpht.com/iwC0EHhzb_XvBfC4o7ZjgC_0Or0Rg8c6-OTX3av86FKUVzt0owAXKZkd5k-DYwNP0tt9Xi0z=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC67YLNMelfl-nPl6cgc8GoQ,{'value': 'UC67YLNMelfl-nPl6cgc8GoQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,"Want some sweets, a biscuit and an aubergine on a lorry in a jumper mate?","Want some sweets, a biscuit and an aubergine on a lorry in a jumper mate?",,True,none,0,,2023-10-15T12:36:14Z,2023-10-15T12:36:14Z
Far,https://yt3.ggpht.com/ytc/APkrFKZMEwSU4PCZfEsjKp0BO8zl-kc_2DGcDiTIPOsKhgv0Xf7kEqNdly7GPF0goZYW=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCv0AIgniux9-swtMIIDJqdQ,{'value': 'UCv0AIgniux9-swtMIIDJqdQ'},UCAQg09FkoobmLquNNoO4ulg,BjdujZKbIaQ,No English person calls it a dust bin its either just bin or rubbish bin normally just bin,No English person calls it a dust bin its either just bin or rubbish bin normally just bin,,True,none,0,,2023-10-15T12:34:06Z,2023-10-15T12:34:06Z
Khiev Charya,https://yt3.ggpht.com/ytc/APkrFKblEsJ3jpunYktSZAL1Qnsgla_dwTQEHmxFsGmIxg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCsz8tkV5cuc3LtsGCzxlN-w,{'value': 'UCsz8tkV5cuc3LtsGCzxlN-w'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I speak American,I speak American,,True,none,0,,2023-10-15T12:29:34Z,2023-10-15T12:29:34Z
Namatovu Asia,https://yt3.ggpht.com/ytc/APkrFKYQ53T36IKQCyK32MKToK-cRmnuAFmS_CjNNeZ7Hai6X7J11v8InrGCjyJ8IXQc=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCFY1WuGWnOd8k8PMAveJpXA,{'value': 'UCFY1WuGWnOd8k8PMAveJpXA'},UCAQg09FkoobmLquNNoO4ulg,qBKYhORvGZM,You explain everything I love it ❤,You explain everything I love it ❤,,True,none,1,,2023-10-15T12:25:59Z,2023-10-15T12:25:59Z
NeonPlayz Roblox,https://yt3.ggpht.com/NX0VACbOCmtSLHQlYYJYFYaf4CoYkAq65C3XGfgETqpnJIFIuQl52lD24c7gGpSzDlp-1olXDVY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCnMQSySE0gachHsv94MJLMQ,{'value': 'UCnMQSySE0gachHsv94MJLMQ'},UCAQg09FkoobmLquNNoO4ulg,lKkIBuBKaYQ,So I&#39;m indian,So I'm indian,,True,none,0,,2023-10-15T12:21:36Z,2023-10-15T12:21:36Z
NeonPlayz Roblox,https://yt3.ggpht.com/NX0VACbOCmtSLHQlYYJYFYaf4CoYkAq65C3XGfgETqpnJIFIuQl52lD24c7gGpSzDlp-1olXDVY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCnMQSySE0gachHsv94MJLMQ,{'value': 'UCnMQSySE0gachHsv94MJLMQ'},UCAQg09FkoobmLquNNoO4ulg,lKkIBuBKaYQ,I&#39;m mixed of both,I'm mixed of both,,True,none,0,,2023-10-15T12:21:27Z,2023-10-15T12:21:27Z
Sangita Gupta,https://yt3.ggpht.com/ytc/APkrFKYEqwTtE9HwoXCm2DH9_Bx9mzcf5Pla_87h2g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC6l72bM6mGUOlTeLzxJrJrQ,{'value': 'UC6l72bM6mGUOlTeLzxJrJrQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I talk American English<br>In chat they are talking nonsence,"I talk American English
In chat they are talking nonsence",,True,none,1,,2023-10-15T12:20:17Z,2023-10-15T12:20:17Z
Far,https://yt3.ggpht.com/ytc/APkrFKZMEwSU4PCZfEsjKp0BO8zl-kc_2DGcDiTIPOsKhgv0Xf7kEqNdly7GPF0goZYW=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCv0AIgniux9-swtMIIDJqdQ,{'value': 'UCv0AIgniux9-swtMIIDJqdQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I&#39;m very sorry but that&#39;s not how you pronounce aubergine it is more like oe (like in toe) bur gean (a slightly silent G),I'm very sorry but that's not how you pronounce aubergine it is more like oe (like in toe) bur gean (a slightly silent G),,True,none,0,,2023-10-15T12:10:12Z,2023-10-15T12:10:12Z
Kys,https://yt3.ggpht.com/ytc/APkrFKbfExYMrXWKFQh19PdtYCJEIiofTIjFbLcZ_yTYng=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCHexz8bOBmLeYBTWpNQPl_w,{'value': 'UCHexz8bOBmLeYBTWpNQPl_w'},UCAQg09FkoobmLquNNoO4ulg,0z4ascqHUsE,I say &#39;&#39;va say&#39;&#39;,I say ''va say'',,True,none,0,,2023-10-15T12:05:04Z,2023-10-15T12:05:04Z
Manuel Adan,https://yt3.ggpht.com/ytc/APkrFKYSTVxIEra-SuNeHaYPavnNVA6QbI9qFoO5mAworOeAJcZ6TApREYcIri22B_Xw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCvReJhcD7m8vtYT0sk5vT_Q,{'value': 'UCvReJhcD7m8vtYT0sk5vT_Q'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,m american,m american,,True,none,0,,2023-10-15T12:04:41Z,2023-10-15T12:04:41Z
Nathan,https://yt3.ggpht.com/ytc/APkrFKaAd27UysoPi-Uh_0zWTxci_VG7Nf2cjFzFOqjo9YA4RQ-rhsgB2oHrYgSWozj8=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCE111vBDVFySr_1VnJKjsAg,{'value': 'UCE111vBDVFySr_1VnJKjsAg'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Americans: eggplant<br><br>Britan: aubergiene<br><br>How I say it: obujine,"Americans: eggplant

Britan: aubergiene

How I say it: obujine",,True,none,0,,2023-10-15T12:03:13Z,2023-10-15T12:03:13Z
Arthit Saisingto,https://yt3.ggpht.com/uiQDQU5t7PHqxHOpcUodoWlezuW3dhORuZ1AxqpJo8QUIaHnGAJOebXxBrJjtuyBOycbUyE6Gw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCznChAKL7GqjpDO0tqLtz_A,{'value': 'UCznChAKL7GqjpDO0tqLtz_A'},UCAQg09FkoobmLquNNoO4ulg,Dnfh3EQtaWw,☺️,☺️,,True,none,0,,2023-10-15T12:02:58Z,2023-10-15T12:02:58Z
anonymous .26,https://yt3.ggpht.com/ytc/APkrFKatSkzAYKwJbs8G6xafKkQPfwu18sBwWVQM26echw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCJ-b60sfnS8uV7N_b7wsx_Q,{'value': 'UCJ-b60sfnS8uV7N_b7wsx_Q'},UCAQg09FkoobmLquNNoO4ulg,lKkIBuBKaYQ,Money<br>Truck<br>Shoes<br>Ban aid <br>French fries,"Money
Truck
Shoes
Ban aid 
French fries",,True,none,0,,2023-10-15T12:00:13Z,2023-10-15T12:00:13Z
Aaaوردة A,https://yt3.ggpht.com/ytc/APkrFKaJnEYFnpXGn35Opinm34OREuf__GFR9zT5YQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCCrjFjzMB4dlZicK8wTaQZQ,{'value': 'UCCrjFjzMB4dlZicK8wTaQZQ'},UCAQg09FkoobmLquNNoO4ulg,WbHfuZNS3oo,💚💚💚💚💚,💚💚💚💚💚,,True,none,0,,2023-10-15T11:55:58Z,2023-10-15T11:55:58Z
Aaaوردة A,https://yt3.ggpht.com/ytc/APkrFKaJnEYFnpXGn35Opinm34OREuf__GFR9zT5YQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCCrjFjzMB4dlZicK8wTaQZQ,{'value': 'UCCrjFjzMB4dlZicK8wTaQZQ'},UCAQg09FkoobmLquNNoO4ulg,WbHfuZNS3oo,🧡🧡🧡🧡🧡,🧡🧡🧡🧡🧡,,True,none,0,,2023-10-15T11:55:46Z,2023-10-15T11:55:46Z
Aaaوردة A,https://yt3.ggpht.com/ytc/APkrFKaJnEYFnpXGn35Opinm34OREuf__GFR9zT5YQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCCrjFjzMB4dlZicK8wTaQZQ,{'value': 'UCCrjFjzMB4dlZicK8wTaQZQ'},UCAQg09FkoobmLquNNoO4ulg,WbHfuZNS3oo,❤❤❤,❤❤❤,,True,none,0,,2023-10-15T11:55:36Z,2023-10-15T11:55:36Z
mandala with me,https://yt3.ggpht.com/S1ukjWBSNlQHc6ezuuOGHWl7kjOhUs46tfyLhPpxojlhcEsUKqoCYT1Toe_pfnMUGRoO2Bmjo3I=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCvrvyaqVvHQWGpjeNOQiwzw,{'value': 'UCvrvyaqVvHQWGpjeNOQiwzw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,<b>*brinjal left the chat*</b>,**brinjal left the chat**,,True,none,0,,2023-10-15T11:41:04Z,2023-10-15T11:41:04Z
Screech,https://yt3.ggpht.com/ZZ2ZuAmLGttS4HsLozHcV0jKtsvevZqq4Tc-lJ3ZblQfh-fVYPrP7udfTG8uRlBzp7udqi6m=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCHsg44-Kr8pg1ER1G1F2wag,{'value': 'UCHsg44-Kr8pg1ER1G1F2wag'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I’m speak American,I’m speak American,,True,none,0,,2023-10-15T11:35:48Z,2023-10-15T11:35:48Z
Rajanna Nag,https://yt3.ggpht.com/2OLUMh4bKG41wVu7WEoGuVfhBKhCFQS-p48Zp_8_li3xT-qp6DbyWbbWQtbSj6TeEXS5XUnn3a0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCMymaZMZIROpQr14nKI8lHA,{'value': 'UCMymaZMZIROpQr14nKI8lHA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,😅😮,😅😮,,True,none,0,,2023-10-15T11:34:32Z,2023-10-15T11:34:32Z
Geetu Bhambri,https://yt3.ggpht.com/ytc/APkrFKaVhhvPEv1UjPJTq-d8oLB6Uyza5JmcDCZe3A=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC5kBcmN2y0QvAdyCIXTsq0A,{'value': 'UC5kBcmN2y0QvAdyCIXTsq0A'},UCAQg09FkoobmLquNNoO4ulg,lKkIBuBKaYQ,Me as Indian<br>Money<br>Truck<br>Shoes<br>Bandage<br>French fries,"Me as Indian
Money
Truck
Shoes
Bandage
French fries",,True,none,0,,2023-10-15T11:22:58Z,2023-10-15T11:22:58Z
Kazim Quraishi,https://yt3.ggpht.com/nH_c798tQKd1Z-s4J4vL5YOPVcFcLPJkSnFO4NUUEAlAqs2tuR-ybLod-_YCEswUIY-ZDGPiJw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCVVmiU9AsA_WKjLZ2J7tknw,{'value': 'UCVVmiU9AsA_WKjLZ2J7tknw'},UCAQg09FkoobmLquNNoO4ulg,7og3c1WleZY,"I thought , i am A2 before i watch this video but now i realize that i am B1 <br>Thanks from your video ❤","I thought , i am A2 before i watch this video but now i realize that i am B1 
Thanks from your video ❤",,True,none,0,,2023-10-15T11:21:50Z,2023-10-15T11:21:50Z
Dawan O L Kharbudon,https://yt3.ggpht.com/ip-Hwbwf0Gyq1AGhNfEtukKVSx60q493WfB_-rXCpAKkEiVVSnVAr2PPCjYCG254ZI4nNQPCh88=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCWuHFqhWn610gCOvFGi6ZgA,{'value': 'UCWuHFqhWn610gCOvFGi6ZgA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,"Us-eggplant,UK- aubergine and me bringle😅","Us-eggplant,UK- aubergine and me bringle😅",,True,none,0,,2023-10-15T11:16:11Z,2023-10-15T11:16:11Z
Dawan O L Kharbudon,https://yt3.ggpht.com/ip-Hwbwf0Gyq1AGhNfEtukKVSx60q493WfB_-rXCpAKkEiVVSnVAr2PPCjYCG254ZI4nNQPCh88=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCWuHFqhWn610gCOvFGi6ZgA,{'value': 'UCWuHFqhWn610gCOvFGi6ZgA'},UCAQg09FkoobmLquNNoO4ulg,lKkIBuBKaYQ,"Eng-bill, UK-note and me-money 😅<br>Eng-trainers, UK-sneakers and me-shoes 😅","Eng-bill, UK-note and me-money 😅
Eng-trainers, UK-sneakers and me-shoes 😅",,True,none,1,,2023-10-15T11:11:19Z,2023-10-15T11:11:19Z
fan pokemonów,https://yt3.ggpht.com/a059nfSxuaYMi9CZI0ZUQsn0Knon5XzHkVaLCvdo_eBLpHQUUZJWnGH78AJbNMW_XvF92LOJ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCSjuEXC8nGfLn1xKCe0E8tw,{'value': 'UCSjuEXC8nGfLn1xKCe0E8tw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Me american,Me american,,True,none,0,,2023-10-15T11:02:18Z,2023-10-15T11:02:18Z
you guys can hate on me if you want,https://yt3.ggpht.com/bsfTiATIVpYXmfI2kAXNkgbOdeu9nxWnBNltITBUzH-FF8ikkYzR37h9A4XoaHVE28J4XoDdXw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCcaY9STgFWO_5Cvmu8wvEoQ,{'value': 'UCcaY9STgFWO_5Cvmu8wvEoQ'},UCAQg09FkoobmLquNNoO4ulg,lKkIBuBKaYQ,I SAID MONEY!!,I SAID MONEY!!,,True,none,0,,2023-10-15T10:59:13Z,2023-10-15T10:59:13Z
Tommy pilot,https://yt3.ggpht.com/ytc/APkrFKYTatEFZYpdjwvtdJxFRzjdkCp_aPcS2o8Be-CY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCKjb9MBeTl7Ng974sOM_mJg,{'value': 'UCKjb9MBeTl7Ng974sOM_mJg'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,No not biscut but it is Crispy munchy deligtes,No not biscut but it is Crispy munchy deligtes,,True,none,0,,2023-10-15T10:45:42Z,2023-10-15T10:45:42Z
LightWolff,https://yt3.ggpht.com/ytc/APkrFKaaeqMwZDWbukpF6V_6g-3ISbys_iFJ7NtzrA0rqtjb9PEC8viLvJgdI8WNcckC=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC5AucbjbJPBlgyrddkxW0ew,{'value': 'UC5AucbjbJPBlgyrddkxW0ew'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,America:Eggplant<br>British:Aubergine<br><br><br>Me:Di-,"America:Eggplant
British:Aubergine


Me:Di-",,True,none,0,,2023-10-15T10:40:14Z,2023-10-15T10:40:14Z
Bacon beats,https://yt3.ggpht.com/oSNK97fhTFBUrAmNKYVX1kcFRtsevk_ClQbhIuxLJD0lAMSYBvNLWr5aXhW6lIK0hMCUKZgJ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCQTt-G7s55LnYQn4pX4aXrg,{'value': 'UCQTt-G7s55LnYQn4pX4aXrg'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Its hoodie,Its hoodie,,True,none,0,,2023-10-15T10:38:20Z,2023-10-15T10:38:20Z
Cecilia,https://yt3.ggpht.com/ytc/APkrFKbSjV3euRB1_hagJ6prA8E3VNJg1g_DAf2KY__kTg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UChe8oFFSKzW-Nh5WMwtI2EQ,{'value': 'UChe8oFFSKzW-Nh5WMwtI2EQ'},UCAQg09FkoobmLquNNoO4ulg,lKkIBuBKaYQ,Nah i said cash,Nah i said cash,,True,none,0,,2023-10-15T10:32:27Z,2023-10-15T10:32:27Z
Sirisha Ponnaganti,https://yt3.ggpht.com/ytc/APkrFKamOZ2KJ2a2CyhHrJnXbqXB_nDgXRt6VgUjtQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC9T60cgaaFsmZ0DcVwsQd6A,{'value': 'UC9T60cgaaFsmZ0DcVwsQd6A'},UCAQg09FkoobmLquNNoO4ulg,BjdujZKbIaQ,Americans: zucchini <br>British people: courgette <br>Indians and me: cucumber 💀 ☠️ 💀 <br><br><br><br>Edit: mom I am famous 😂🎉,"Americans: zucchini 
British people: courgette 
Indians and me: cucumber 💀 ☠️ 💀 



Edit: mom I am famous 😂🎉",,True,none,0,,2023-10-15T10:29:58Z,2023-10-15T10:29:58Z
Esther,https://yt3.ggpht.com/ePugn3eUasLpiSXzny2Wpm_PSPbKRFtmPTKcBRtaaDZ67CRXd8lrPQ92x29zCidHzbs424COsg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCH0nUoNgf9K4L7TwTFV9y-A,{'value': 'UCH0nUoNgf9K4L7TwTFV9y-A'},UCAQg09FkoobmLquNNoO4ulg,lKkIBuBKaYQ,Her: what is this?<br>Me: MONEY<br>Her: next this one<br>Me: A CAR<br>Her: and this one?<br>Me: A SHOE!!!<br>Her: and this?!?<br>Me: ONE OF THOSE MEDICAL HEALTH STICKY STUFF!!<br>her: ok what about this!?!<br>Me: Oh that&#39;s a plaster,"Her: what is this?
Me: MONEY
Her: next this one
Me: A CAR
Her: and this one?
Me: A SHOE!!!
Her: and this?!?
Me: ONE OF THOSE MEDICAL HEALTH STICKY STUFF!!
her: ok what about this!?!
Me: Oh that's a plaster",,True,none,0,,2023-10-15T10:25:50Z,2023-10-15T10:25:50Z
Ollami / أولامي,https://yt3.ggpht.com/f8uJeAttPRNKFF4ER5imG0_3goFn_RKXyZVSMlovhzqcisGFsSqQ8Jtd5tjB7w3IIfMl785K9k4=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCZqyiKFN8VSAzd5Gy6tyDdw,{'value': 'UCZqyiKFN8VSAzd5Gy6tyDdw'},UCAQg09FkoobmLquNNoO4ulg,f9ED2shSRJg,Please don&#39;t  Choose this picture In your video( Cover) because it&#39;s no halal for Muslim people. We hope you understand us .Thank you.,Please don't  Choose this picture In your video( Cover) because it's no halal for Muslim people. We hope you understand us .Thank you.,,True,none,0,,2023-10-15T10:17:32Z,2023-10-15T10:17:32Z
Shathvik SP 8B,https://yt3.ggpht.com/omHj1PGxT_1YzLTwL-EJnop7Mxh6WyauITsyGbuxVS_NBd68_OBMH6SX-JrwS1-fLUzOscXxeA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCUynJdnhA3JBi3B71OtTgyQ,{'value': 'UCUynJdnhA3JBi3B71OtTgyQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,BRO THAT&#39;S LITERALLY BRINJAL,BRO THAT'S LITERALLY BRINJAL,,True,none,0,,2023-10-15T10:11:45Z,2023-10-15T10:11:45Z
bea n da haus,https://yt3.ggpht.com/P-sngc8pVAR8DJf3_KrJF6p2VBXcFfJJyIsyb-uWOBzDNt-jGYcpPXCwgyLcAV73PAa7RYdYJw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCX_9V-6-CNjpcJ7LeTivBxA,{'value': 'UCX_9V-6-CNjpcJ7LeTivBxA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,if my english is🇺🇸,if my english is🇺🇸,,True,none,0,,2023-10-15T10:10:36Z,2023-10-15T10:10:36Z
bea n da haus,https://yt3.ggpht.com/P-sngc8pVAR8DJf3_KrJF6p2VBXcFfJJyIsyb-uWOBzDNt-jGYcpPXCwgyLcAV73PAa7RYdYJw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCX_9V-6-CNjpcJ7LeTivBxA,{'value': 'UCX_9V-6-CNjpcJ7LeTivBxA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,in in🇵🇭 😅 but i speek tagalog,in in🇵🇭 😅 but i speek tagalog,,True,none,0,,2023-10-15T10:09:30Z,2023-10-15T10:09:30Z
*Best Sister Ever 🙃🙃*,https://yt3.ggpht.com/Oe7K-JoN78Gg3oODbhzfCRdy35FMtTDWlE-1HU6SMTJXPLPnS2zQIkediwTCRW9zW2Bk1tU09mE=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCCz0N26K1xVqK0XcjxlSAbw,{'value': 'UCCz0N26K1xVqK0XcjxlSAbw'},UCAQg09FkoobmLquNNoO4ulg,BjdujZKbIaQ,Cucumbers 🥒 crying in the corner 😂😂,Cucumbers 🥒 crying in the corner 😂😂,,True,none,0,,2023-10-15T10:01:14Z,2023-10-15T10:01:14Z
*Best Sister Ever 🙃🙃*,https://yt3.ggpht.com/Oe7K-JoN78Gg3oODbhzfCRdy35FMtTDWlE-1HU6SMTJXPLPnS2zQIkediwTCRW9zW2Bk1tU09mE=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCCz0N26K1xVqK0XcjxlSAbw,{'value': 'UCCz0N26K1xVqK0XcjxlSAbw'},UCAQg09FkoobmLquNNoO4ulg,BjdujZKbIaQ,Cucumbers 🥒 crying in the corner 😂😂,Cucumbers 🥒 crying in the corner 😂😂,,True,none,0,,2023-10-15T10:01:12Z,2023-10-15T10:01:12Z
Digvijay TV,https://yt3.ggpht.com/ytc/APkrFKbcK35-Z9JQolNsEwsvYv6lcKIi8BT1LwQS-suQEQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCw05mpMLUBr2-cfJ3bcaIKQ,{'value': 'UCw05mpMLUBr2-cfJ3bcaIKQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,both but more amerian,both but more amerian,,True,none,0,,2023-10-15T09:58:50Z,2023-10-15T09:58:50Z
Vladimir Myagdeev,https://yt3.ggpht.com/ytc/APkrFKZfC6SvunsRm3_SMBK8SEBEn2B3p7_pLhTswhWfOa3bd0edGpvOFFtfIzXgjtmQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCug-XDQeJGqPHFS7iGCNM6g,{'value': 'UCug-XDQeJGqPHFS7iGCNM6g'},UCAQg09FkoobmLquNNoO4ulg,DsDxoru2vSw,"You are a native speaker, and I understand you clearly.<br>But why is it still so difficult for me to watch &#39;Billions&#39; (for example) in English?","You are a native speaker, and I understand you clearly.
But why is it still so difficult for me to watch 'Billions' (for example) in English?",,True,none,0,,2023-10-15T09:58:03Z,2023-10-15T09:58:03Z
